video_id,title_caption,views,likes,comments,language,main_topic,emotional_tone,tone_shift,language_register,intended_audience,trend_or_cultural_moment,creator_angle,shareability_reason,analysis_source,content_category
7Wq8_ZCMY-k,كلبي المرعب أكل الضيوف وأنا السبب 😳,211952.0,7814.0,500.0,ar,"The creator plays a horror video game centered around a terrifying, mysterious dog named 'بيبر' (Pepper), experiencing its creepy antics and a plot twist where the dog controls the player.","The dominant emotional tone is a mix of fear, shock, and suspense, often punctuated by exclamations of surprise and religious invocations (e.g., 'استغفر الله', 'يا إلهي'). There's also an underlying tone of lighthearted exaggeration and conversational engagement.","Yes, the tone shifts. It starts with an excited and slightly exaggerated introduction to the game, quickly transitions to fear and horror as the gameplay unfolds and scary elements appear, then incorporates moments of frustration (e.g., cleaning dog poop), and concludes with a more casual, reflective, and call-to-action tone.","The language register is informal and conversational, characterized by direct address to the audience ('أيها الباحثون', 'يا جمعة خير'), frequent interjections, exclamations, and a mix of spoken Arabic with some English phrases or misheard words incorporated.","The likely intended audience consists of young adults and teenagers who enjoy horror video games, 'let's play' style content, and creators with an energetic, reactive, and informal presentation style, particularly those in Arabic-speaking communities.","This content fits into the broader trend of 'Let's Play' or reaction videos to horror games on YouTube. The specific use of religious exclamations ('استغفر الله', 'لا حول ولا قوة إلا بالله') while reacting to scary content is a common cultural expression within Arabic-speaking online communities.","The creator's angle is that of an enthusiastic and reactive gamer experiencing a mysterious and terrifying game in real-time. They aim to entertain by narrating their live reactions, providing commentary on the game's mechanics and story, and localizing the experience for their Arabic-speaking audience.","Viewers might share this content due to the creator's expressive reactions to the horror elements, the intriguing and mysterious plot (especially the twist about the dog controlling the player), and the overall entertainment value of a 'scary game' playthrough. The title itself is clickbait and attention-grabbing.",transcript,
e488WuMVvjU,Moroccan Tahidoust Mix (KRAD),78922.0,483.0,15.0,lt,"A Moroccan Tahidoust mix, likely a musical or cultural compilation.","Repetitive, suggesting continuity; specific emotional impact is unclear without audio context.",No significant shift in tone is apparent from the provided text.,Descriptive and informative in the title; simple and repetitive in the transcript.,"Individuals interested in Moroccan culture, Tahidoust music, or world music mixes.","The trend of showcasing and remixing specific regional cultural music, such as Moroccan Tahidoust.",Curating and presenting a specific Moroccan cultural mix related to Tahidoust.,"Appeals to a niche audience interested in Moroccan culture and music, particularly Tahidoust, or world music mixes.",transcript,
5ij1DCQTLV0,Hice Trampa con ARMAS en el ESCONDITE en Minecraft!,1533134.0,16334.0,486.0,es,"A Minecraft gameplay video where the creator uses cheats (thermal vision goggles and a detection drone) to win a game of hide-and-seek with weapons against friends, while trying to keep the cheating a secret.","Excited, playful, mischievous, and at times slightly frustrated (when nearly caught or facing difficulty). The creator expresses joy and surprise at their own 'ingenious' methods.","The emotional tone remains consistently playful and energetic throughout, with no significant shifts.","Informal and conversational, characterized by exclamations, direct address to friends ('chicos'), colloquialisms ('chetadas', 'madre mía', 'trollear'), and a narrative style that mimics real-time gameplay reactions.","Young gamers, fans of Minecraft, and viewers who enjoy humorous or strategic gaming content with a 'prank' or 'cheating' element. The informal language and theme suggest a younger demographic.","Minecraft gameplay content (specifically custom game modes like hide-and-seek with unique mechanics like transforming into blocks and using weapons), 'trolling' friends or using 'cheats' for comedic effect in gaming, and creating content around competitive, yet friendly, challenges.","The creator's angle is one of a 'trickster' or 'troll,' focused on secretly gaining an unfair advantage through 'cheating' in a playful way. They narrate their attempts to outsmart their friends and hide their methods, creating a comedic and engaging 'hero vs. friends' dynamic.","The humor derived from the creator's secret cheating, the cleverness of their 'tricks' (thermal goggles, drone), the suspense of almost being discovered, and the relatable fun of a competitive game among friends (even with cheats) make it highly shareable among gaming communities and those who enjoy lighthearted prank content.",transcript,
Rmh3WNjm7hs,The Neighbourhood - Sweater Weather (Lyrics + Letra),1079389.0,3824.0,28.0,en,"The lyrics of the song 'Sweater Weather' by The Neighbourhood, exploring themes of intimacy, personal connection, and navigating coldness with warmth.","Romantic, intimate, tender, and slightly melancholic due to references to coldness and longing for closeness.","Consistent, maintaining a romantic and intimate tone throughout, with an intensifying focus on personal connection and shared warmth in the face of cold.","Informal, poetic, and conversational, characteristic of song lyrics.","Fans of The Neighbourhood or the song 'Sweater Weather', and individuals interested in popular music lyrics with romantic and introspective themes.",The common practice of creating and sharing lyric videos for popular songs on video platforms.,"To provide the lyrics ('Lyrics + Letra') for a popular song, allowing viewers to follow along or understand the words.","Viewers might share this content because it features a popular and recognizable song, they resonate with its romantic and intimate themes, or they want to provide the lyrics to others.",transcript,
mBigHgbM6L0,تحدي أخلي التشكيلة كلها ماكس مع بداية حاملي الأرقام القياسية,360000.0,40377.0,1178.0,ar,"The creator undertakes a challenge to maximize all positions in their football simulation game squad to a 125 rating, acquire specific legendary players like Van der Sar and Ronaldinho, and build the strongest possible team, overcoming in-game luck and resource management.","Excited, determined, hopeful, and at times slightly frustrated during player acquisition attempts.","The tone remains consistently enthusiastic and focused on the challenge, though there are moments of mild frustration when desired players are not acquired from packs. No significant shifts in emotional tone.","Informal and conversational, using colloquial Arabic dialect (likely Egyptian or Levantine).","Fans of football simulation games (specifically 'eFootball' / 'PES Mobile'), players interested in team building, player acquisition, and in-game challenges, particularly those familiar with legendary football players. The direct address to Morocco suggests a regional appeal.","Gaming, specifically football simulation games with 'Ultimate Team'-style mechanics (collecting and upgrading player cards), challenges to build 'maxed out' or 'dream' teams, and the cultural relevance of football (World Cup mentions) and legendary players.","The creator presents a personal, ambitious in-game challenge with clear goals, sharing the process of strategy, player acquisition attempts, and resource management. They also engage the audience directly for likes and subscriptions.","Viewers might share this content due to the excitement of the challenge, the relatable struggle of acquiring rare in-game items/players, the showcase of a powerful 'maxed out' team, and the potential for community engagement around favorite players or game strategies. The direct address to the audience for likes/shares also encourages sharing.",transcript,
lcH-KOhXMsY,Ana Al Ghaltane,115492.0,693.0,0.0,en,"Deep personal introspection, self-blame, and a confession of fault, intertwined with philosophical musings on identity, life, and relationships, culminating in an explicit statement of personal responsibility and lack of confidence.","The tone evolves from an initially observational and somewhat fragmented or philosophical state to one that is somber, regretful, and marked by a distinct lack of confidence and a feeling of personal fault.","Yes, there is a significant shift. It begins with abstract observations and poetic fragments, then transitions to a highly personal, vulnerable, and self-reproaching confession of fault and feelings of inadequacy.","Mixed. It features elements of informal, conversational speech, poetic and philosophical language, and very direct, confessional statements. The use of multiple languages (Arabic in the title, German 'Freunde', Russian 'он') further contributes to its mixed register.","An audience appreciative of raw emotional expression, introspective content, and vulnerability. It would appeal to those who relate to feelings of self-blame, regret, and personal struggle, or those interested in poetic and philosophical musings on life and identity.","This content aligns with the growing online trend of authenticity and vulnerability, where creators share personal struggles, mental health reflections, and honest self-appraisal. It taps into the cultural moment of open discussion about flaws and imperfections.","The creator adopts a highly vulnerable and self-critical angle, explicitly taking responsibility for perceived faults and expressing profound regret and a lack of confidence. The approach is personal and confessional, possibly framed as a spoken word piece or artistic expression.","The content's raw emotional honesty and the universal themes of self-blame and introspection make it highly relatable. Viewers might share it because they resonate with the feelings expressed, find validation in its vulnerability, or want to spark discussions on similar personal struggles.",transcript,
7LjTJu5_0JI,فتحت مطعم للقرويين في ماين كرافت!!؟,103066.0,3459.0,204.0,ar,"The creator opens and manages a challenging restaurant for villagers in the game Minecraft, dealing with strange customer requests and high-stakes gameplay.","Enthusiastic and dramatic initially, quickly shifting to stressed, frustrated, and humorous as the challenges of managing the restaurant escalate.","Yes, the tone shifts from an exciting, almost suspenseful narrative setup about the restaurant's potential failure to a chaotic, fast-paced, and often comedic stream of consciousness as the creator struggles to fulfill orders and manage demanding customers in real-time gameplay.","Informal and conversational, with frequent use of colloquialisms, interjections, and direct address to customers or an imaginary 'manager'. It appears to blend various Arabic dialects with some English words.","Likely gamers and fans of Minecraft or simulation/challenge gameplay videos, particularly those who appreciate humorous commentary and engaging, relatable struggles within a game context.","Gaming content (specifically Minecraft gameplay), challenge-based videos, and creator-driven comedic commentary on simulated scenarios (like running a difficult business in a game).","The creator adopts the persona of a struggling but determined restaurant owner/manager, emphasizing the comedic and dramatic aspects of dealing with absurd customer requests and the high-pressure environment of the game. They provide live, reactive commentary, highlighting their frustrations and small victories.","The content is shareable due to its humor derived from the creator's exaggerated reactions to game challenges, the relatability of feeling overwhelmed, and the dramatic 'will they succeed or fail?' premise. Its connection to a popular game like Minecraft also broadens its appeal for sharing within gaming communities.",transcript,
veuPAKwT7NY,"*GROUPE IMZILNE ALNIF*. ""AHHRAG"". (EXCLUSIVE Music Video). جديد مجموعة امزيلن النيف.",12714.0,750.0,108.0,so,"A new, exclusive music video featuring a song titled 'AHHRAG' by the musical group GROUPE IMZILNE ALNIF.","Energetic and spirited, characterized by repetitive, rhythmic vocalizations that suggest a lively or celebratory mood.","The emotional tone remains consistent throughout the provided transcript, maintaining its energetic and rhythmic character without any noticeable shifts.","Musical/performative, consisting of repetitive vocables and chants typical of song lyrics rather than standard spoken language.","Fans of GROUPE IMZILNE ALNIF, individuals interested in new or exclusive music releases, and those who appreciate regional or specific cultural music styles (likely Moroccan, given the context).","The digital release of new, 'exclusive' music by a regional or local musical group, indicating the ongoing production and distribution of culture-specific content on platforms like YouTube.",Showcasing and promoting their latest musical creation ('AHHRAG') as an 'EXCLUSIVE Music Video' to engage their existing fanbase and attract new listeners.,"Viewers might share this content due to enjoyment of the energetic music, support for the musical group, interest in 'exclusive' content, or a connection to the specific cultural or regional musical style.",transcript,
x9LuHA9jXQY,قصة شفيق الحقيقية😱قمة الرعب😰(ق*ل بسيط و سبونجبوب💀),90103.0,1635.0,67.0,ar,"A horror story about a character named Shafiq, presented as a 'true story,' involving SpongeBob and hinting at violence or a dark past.","The dominant emotional tone is horror, fear, and suspense, explicitly stated as 'قمة الرعب' (peak of horror). There's also a sense of chaotic energy and excitement throughout.","The video starts with a standard greeting ('السلام عليكم لخوة') before immediately diving into the horror narrative. The overall tone then maintains an intense, chaotic, and suspenseful energy, focusing on eliciting fear and excitement, with no clear shift to a consistently different emotional tone.","The language is highly informal, conversational, and predominantly uses Moroccan Darija, characterized by dialectal words and phrases (e.g., 'لخوة', 'مرحبكم', 'شافيخ قيلة عرفتوا', 'دابا', 'ويلي', 'خوتي').","The intended audience is likely young, Internet-savvy individuals in Morocco, familiar with online trends, horror content, and popular culture references like SpongeBob, as indicated by the informal language and thematic elements.","This content aligns with the 'creepy pasta' or 'dark fan theory' trend, where innocent popular characters (like SpongeBob) are reinterpreted into sinister or horror narratives. The 'true story' (قصة حقيقية) framing is also a common trope in online horror storytelling.","The creator's angle is to tell a frightening and suspenseful story, possibly in an interactive or performative style, by combining the unexpected elements of horror and a beloved children's character. The chaotic delivery suggests an attempt to create an immersive, high-energy experience for the audience, often directly addressing them as 'خوتي' (brothers).","Viewers might share this content because of its shocking and intriguing premise (horror involving SpongeBob), its ability to evoke strong emotions like fear or curiosity, and the 'true story' claim which can enhance its virality within online communities interested in dark fan theories or horror content.",transcript,
3DgAVJw7-Ho,Wael Kfoury - Sare2li Omri (Official Lyric Video 2026) | وائل كفوري - سارقلي عمري,1088562.0,18069.0,1301.0,ar,"A romantic or melancholic song about love, longing, and emotional intensity, presented as an official lyric video.","Melancholic, longing, romantic, with elements of intense sadness or heartbreak.","The emotional tone remains consistently intense and melancholic throughout the provided transcript, with no significant shifts.","Informal and poetic, typical of song lyrics, using colloquial Arabic with direct emotional address.","Arabic-speaking individuals who appreciate romantic and emotional music, likely fans of the artist Wael Kfoury.",The use of an official lyric video format for music releases; strong and perennial themes of romantic longing and heartbreak in Arabic music; dual-language titling for broader reach. The '2026' date in the title is an unusual element that could indicate a specific marketing strategy or 'future release' trend.,"To promote a song by providing an official lyric video, allowing viewers to engage with the lyrics and emotional content. The '2026' date suggests a unique or forward-looking release strategy.","High emotional resonance through themes of love, loss, and longing; appreciation for the artist and their work; desire to share meaningful or poetic lyrics; and potential curiosity generated by the '2026' release date.",transcript,
XuYjC8IGEXg,باركور الراحة النفسية😮‍💨✨نيدو سكوشي😋| روبلوكس | needoh tower roblox ,936304.0,33930.0,10550.0,ar,"Playing a Roblox 'tower' or 'parkour' map called 'Needoh Tower' (referred to as 'برج الراحة النفسية' - Tower of Psychological Comfort), with a focus on relaxation, fun, and interacting with 'squishies' and their sounds.","The dominant emotional tone is excited, joyful, and playful, with a significant emphasis on relaxation and psychological comfort.","The tone shifts from initial excitement and playful anticipation to a focus on calm and relaxation as the 'Tower of Psychological Comfort' is entered. It then returns to high enthusiasm and playful fun, especially when interacting with the 'squishies' and their sounds, before concluding on a light and pleasant note.","Highly informal and conversational, using colloquial Arabic with frequent English interjections ('guys,' 'let's go,' 'okay'). The creator directly addresses the audience using endearing terms.","Children, pre-teens, and young teenagers who are interested in Roblox games, 'squishies,' and lighthearted, fun, and potentially stress-relieving content.","Roblox gaming (specifically 'tower' or 'parkour' maps), 'squishies' (sensory toys), ASMR-like focus on sounds for relaxation, and content creators directly responding to popular viewer requests.","The creator's angle is to fulfill a popular audience request, offer a 'break' for relaxation and stress relief from their usual content, and combine popular gaming (Roblox) with trendy items ('squishies') to create an engaging, fun, and sensory-focused experience.","Viewers might share this content due to its fun and relaxing nature, the popularity of Roblox and 'squishies,' the enthusiastic and engaging creator, or as a recommendation for lighthearted entertainment and stress relief. The humor and relatable excitement about the game and items would also contribute.",transcript,
tEtrCj43mRw,ممنوع تلعب Pyramidion إلا كنت عصبي/ العبيد,19873.0,1323.0,88.0,ar,"Gaming commentary, specifically reacting to a challenging video game called 'Pyramidion'.","High-energy, passionate, intense, at times frustrated or extremely excited.","The tone remains consistently high-energy and intense, with slight variations between excitement, frustration, and playful exaggeration, rather than distinct shifts in overall mood.","Highly informal, conversational, and mixed, combining colloquial Moroccan Arabic (Darija), English gaming terms, and various vocalizations/exclamations.","Gamers interested in challenging gameplay, particularly those familiar with 'Pyramidion' or similar intense games, who appreciate high-energy, informal, and relatable commentary, likely within Morocco and the wider Arab gaming community.","The trend of showcasing and reacting to challenging video games (often referred to as 'rage games' or 'difficult games') in a live or 'Let's Play' format, characterized by code-switching and passionate commentary.","The creator's approach is that of a passionate, high-energy gamer who entertains by intensely engaging with a difficult game, highlighting its challenging and potentially frustrating aspects through a relatable and informal commentary style.","Viewers would likely share this content due to its relatability for gamers experiencing similar frustrations, the creator's entertaining and exaggerated reactions, and the general high-energy and comedic value derived from watching someone intensely engaged with a difficult game.",transcript,
e3-xsBaDjmc,KANYE WEST - SILVER NIGHT  | СЕДАЯ НОЧЬ (GANG REMIX),1947743.0,12153.0,113.0,en,"A music track presented as a 'GANG REMIX' of a song titled 'SILVER NIGHT / СЕДАЯ НОЧЬ,' attributed to or inspired by 'KANYE WEST,' featuring lyrics about personal struggle, rescue, and longing.","Introspective, emotional, and longing, with underlying themes of hope, dependency, and vulnerability.","The tone remains consistently introspective and emotional, exploring different facets of struggle and hope without a clear shift.","Poetic and expressive, typical of song lyrics, leaning towards an informal and evocative style.","Listeners interested in music remixes, potentially hip-hop or 'gang' style music, and those who appreciate introspective and emotionally resonant lyrics.","The trend of remixing existing songs, specifically involving a popular artist reference (Kanye West) and a designated sub-genre style ('GANG REMIX'), possibly indicating a cross-cultural musical fusion given the dual-language title.","The creator is presenting a musical reinterpretation or homage, employing remixing techniques and leveraging popular cultural references (Kanye West) to create a distinct audio experience.","Viewers might share it due to the prominent and intriguing reference to 'Kanye West,' the specific 'GANG REMIX' style, and the relatable, emotional depth of the lyrics.",transcript,
l2Td6YHOQX8,محطة بنزين المتخلفين تخرج عن السيطرة !! 😂🔥,398642.0,11868.0,715.0,ar,"Managing a chaotic and out-of-control gas station, likely within a gaming or simulation context, involving humorous 'experiments' and interactions with customers and 'criminals'.","The dominant emotional tone is chaotic, energetic, and humorous, with moments of playful frustration and excitement.","The tone remains consistently energetic and chaotic throughout, though it cycles between humorous excitement, playful frustration (e.g., 'قهر', 'عصب'), and lighthearted problem-solving.","Informal and highly conversational, using colloquialisms and direct address to the audience.","Likely a younger audience interested in gaming, challenge videos, and humorous, personality-driven content.","This aligns with trends of 'chaos management' or 'challenge' style gameplay videos, where creators undertake tasks in unconventional or deliberately difficult scenarios for entertainment. The use of 'الأصطور' (legendary) is also a common internet slang.","The creator adopts an enthusiastic and humorous angle, embracing the chaos and challenges of managing a 'backwards' gas station, performing 'crazy experiments,' and interacting dramatically with various in-game elements/characters.","The chaotic and humorous situations, coupled with the creator's energetic personality and the 'out-of-control' premise, make the content highly entertaining and likely to be shared among those who enjoy comedic gaming or challenge videos.",transcript,
7R7_EsXq6Jc,Lagui - Mandat de dépôt (Feat. Jul) (Clip Officiel),175370.0,10113.0,682.0,fr,"The harsh realities of street life, including violence, crime, loss, and the consequences of judicial orders ('mandat de dépôt').","Gritty, somber, violent, despairing, and defiant, reflecting a sense of raw realism and loss.",No significant shift; the tone remains consistently somber and gritty throughout the provided text.,"Informal and conversational, making extensive use of slang and street vernacular.","Youth and urban audiences familiar with street culture, hardship, and the realities of urban violence.","Representation of street life, urban hardship, and criminal justice issues, which is a common theme in certain contemporary music genres.","Depicting the raw and unvarnished realities of street life and its often grim consequences, from a disillusioned and observational perspective.","The raw and intense portrayal of difficult realities, strong emotional content, and potential appeal to an existing fanbase (due to 'Feat. Jul' in the title) can deeply resonate with viewers and encourage sharing.",transcript,
hbtzfB7NB5Y,الأغنياء قسموا القرية إلى نصفين في ماين كرافت!!؟,199306.0,4196.0,183.0,ar,"The video narrates a story within a Minecraft-like setting where a village is divided by a wall built by the rich to separate themselves from the poor. The protagonist, an 'underdog,' is locked out of their home in the rich section and attempts various humorous and challenging methods to infiltrate, reclaim their belongings, and eventually establish a life for themselves, facing guards, obstacles, and zombies.","The dominant emotional tone is a mix of determined perseverance, frustration, desperation, and occasional comedic relief. The protagonist expresses resolve to overcome challenges, often followed by exclamations of despair and disappointment when plans fail, but quickly re-engages with new ideas. There's an underlying sense of injustice regarding the rich-poor divide.","The tone frequently shifts from an adventurous and determined start to moments of deep frustration and despair after repeated failures (e.g., 'آه آه آه آه آه لا ألخط فشلة من جديد'). However, the tone quickly rebounds to renewed determination and creative problem-solving, sometimes with a humorous or resigned undertone. The narrative also includes moments of excitement upon small successes or discoveries, and a final push against zombie invaders.","The language register is highly conversational and informal, characteristic of personal vlogging or gaming commentary. It features numerous colloquialisms, exclamations ('يا سلام!', 'وات!'), direct address, and self-talk, creating an engaging and relatable narrative style. There are also phonetic spellings and grammatical structures typical of spoken Arabic captured in text.","The intended audience is likely children, teenagers, and casual gamers, particularly those interested in Minecraft-style adventure, role-play, or challenge videos. The simple narrative of 'rich vs. poor,' the imaginative problem-solving, and the engaging, informal language appeal to a younger, gaming-focused demographic.","The content taps into several popular YouTube trends: Minecraft gameplay/roleplay, 'rich vs. poor' or 'pro vs. noob' narratives, and challenge-based storytelling. The concept of building and overcoming obstacles within a sandbox game like Minecraft remains a significant trend, allowing for creative narratives and community engagement around shared gaming experiences.","The creator adopts a first-person narrative, portraying themselves as the protagonist in a challenging adventure. Their angle is to entertain viewers through a relatable underdog story, showcasing ingenuity, perseverance, and humor in the face of adversity within a popular gaming environment. They engage the audience by directly sharing their struggles, successes, and thought processes.","Viewers might share this content due to the engaging and relatable underdog narrative, the creative problem-solving displayed by the protagonist, and the humor derived from their repeated failures and imaginative attempts. The popular Minecraft setting and the dramatic 'rich vs. poor' conflict also make it appealing for sharing within gaming communities or among friends who enjoy adventurous, story-driven content.",transcript,
wa2BCteT55w,Samira L'Oranaise x Sherine - 3oyoni عيوني | Oriental Rai Remix 2026 (MEDU Remix),66299.0,771.0,46.0,ar,"A musical remix of '3oyoni' featuring Samira L'Oranaise and Sherine in an Oriental Rai style, created by MEDU Remix.","Lively, energetic, and passionate, with themes of love suggested by repeated 'عشق' (love) and the presence of 'cheering'.",unclear,"Informal and colloquial, incorporating Arabic lyrics, phonetic spellings, and sounds like 'cheering', typical of popular music and live performances.","Fans of Oriental, Rai, and Arab popular music, particularly those interested in artists like Samira L'Oranaise and Sherine, with a strong appeal to North African (including Moroccan) and Middle Eastern audiences.","Music remixing, cross-artist collaboration (Samira L'Oranaise x Sherine), and the cultural significance of the Rai music genre.","The creator (MEDU Remix) is reinterpreting existing popular music by notable artists into a new, energetic Oriental Rai remix, aiming for fresh appeal and broad listenership.","Enjoyment of the music, appreciation for the artists, interest in the Oriental Rai genre, and the appeal of a fresh remix for dancing or listening.",transcript,
Zxi_uB-Rb_U,ضميت أقوي مدافع مجاني شلوتربيك 🤯🔥لتشكيلة كاملة من اقوي اللاعبين المجانيين 😍☠️ || eFootball 26,69063.0,5761.0,222.0,ar,"Building a full squad of free players in eFootball 26, with a focus on integrating the free Schlotterbeck defender and reviewing his performance.","Enthusiastic, excited, confident, and at times slightly frustrated during gameplay or when discussing game mechanics.","The tone is consistently enthusiastic about the free players and squad building, but shifts to slight frustration or disbelief during specific in-game moments (e.g., referee decisions, opponent play) before returning to a generally positive and confident outlook.","Informal, colloquial, conversational, using an Egyptian Arabic dialect.","eFootball players, particularly those interested in free-to-play strategies, player reviews, and squad building within the game, likely in Arabic-speaking regions, especially Egypt.","The 'free-to-play' gaming trend, specifically building a competitive squad in a sports simulation game (eFootball) without spending real money, and showcasing the viability of such a strategy.","The creator is presenting a challenge-based review and guide, demonstrating how to acquire and effectively use 'free' elite players in eFootball 26 to build a strong team. They are sharing their personal experience and tips.","Viewers might share the video due to its focus on maximizing value (free players), practical tips for squad building, engaging player reviews, and the aspirational aspect of competing with a 'free' team. Dramatic gameplay moments and the creator's enthusiastic personality could also contribute.",transcript,
BHTVA66GR1s,Chira li Nabghiha,19305.0,69.0,4.0,no,personal expression of love or affection,"affectionate, hopeful",unclear,"informal, conversational, Moroccan Arabic slang","Moroccan youth or general audience interested in personal/romantic themes, particularly those understanding Moroccan Arabic",unclear,personal and expressive; possibly a lyrical performance or heartfelt message,relatability to themes of love/affection; cultural relevance for Moroccan audience; emotional resonance,transcript,
rq5ueg3BqOQ,كود جديد صالح للجميع 🤯 غدا موعد الإستبدال ساررع !؟🔥,11271.0,8227.0,4435.0,ar,"The video primarily discusses a rumored 'universal code' for a game (implied Free Fire by context at the end), clarifying its validity against misinformation from TikTok, and announcing a large giveaway for the creator's community ('Krulu's family') tied to the video's performance.","The dominant emotional tone is a blend of urgency, excitement, and community engagement, with underlying skepticism and frustration towards widespread misinformation. The creator expresses strong determination to reveal the truth and gratitude towards his loyal audience.","The tone starts with high energy and urgency regarding the code and competition. It then shifts to a more serious, investigative, and slightly frustrated stance when addressing the rumors and misinformation, particularly those originating from TikTok. It concludes with a determined promise to deliver verified information and maintain community support.","The language register is informal, conversational, and direct, characteristic of online content creation. It uses colloquialisms and addresses the audience personally, indicative of a regional Arabic dialect.","The intended audience consists primarily of gamers, specifically players of Free Fire (inferred from 'الفريفائر' and 'gems'), who are interested in in-game codes, rewards, and community giveaways. It targets the creator's existing fanbase ('Krulu's family') and those seeking verified information about popular game trends.","The relevant trend is the pursuit of 'universal codes' in online gaming, often associated with game anniversaries (like the '9th anniversary rewards'). The video also highlights the cultural moment of TikTok serving as a significant source of both trending information and widespread misinformation in online communities.","The creator positions himself as a reliable and trustworthy source of information, actively debunking rumors (especially those from TikTok) while building a strong, loyal community through exclusive giveaways. He creates a sense of urgency and direct engagement, promising to deliver definitive answers and support his audience.","Viewers might share this video for several reasons: to participate in the large giveaway for a chance to win in-game currency ('gems'), to inform friends about the potential 'universal code' or to clarify the truth about its existence, and due to the urgency and anticipation surrounding the code's verification promised for the next day.",transcript,
7ElybsW9HRU,BERMUDA - RAJL ( PROD BY VOKY ),9631.0,674.0,65.0,ar,"Street life, masculinity, and self-assertion in a Moroccan context, presented as a rap song.","Defiant, assertive, confident, and sometimes aggressive, with underlying tones of struggle and critique.","Primarily consistent in its assertive and defiant tone, with brief moments hinting at deeper reflection or personal struggle, such as acknowledging a 'hurting heart'.","Highly informal, street-level Moroccan Darija (dialectal Arabic), characterized by slang, colloquialisms, and direct, unpolished expressions typical of rap music.","Young, urban Moroccan audience, particularly those engaged with hip-hop/rap culture, street life, and social commentary, who understand local slang and cultural references.","The thriving Moroccan hip-hop and rap scene, which frequently addresses themes of social realities, street experiences, youth aspirations, and individual identity. The production credit signifies a common practice in modern music.","The creator (Bermuda) adopts a persona of a street-wise, defiant, and authentic individual, using personal narratives and observations to reflect on their environment. The approach is raw and direct, aiming for resonance through shared experiences.","Viewers might share the video for its strong beat (implied by production credit), catchy and authentic lyrics, relatable portrayal of urban life and youth struggles, and its defiant, confident message. The use of specific Moroccan slang and cultural references makes it highly resonant and shareable within local communities.",transcript,
9bDS91wCCdM,وصلت الى قراند ماستر عن طريق العشوائي !🔥,103087.0,8394.0,581.0,ar,"The journey and attempt to reach the 'Grand Master' rank in a game by playing exclusively with random teammates ('العشوائي' from title, 'العالمي' from transcript).","The dominant emotional tone is a mix of initial excitement and determination, interspersed with humor, occasional frustration due to random teammates, and ultimately a sense of enjoyment and camaraderie in the gaming process.","The tone shifts from a confident and challenging opening, to humorous and sometimes exasperated interactions with diverse random teammates, concluding with a reflective and appreciative sentiment about the shared experience, regardless of the immediate outcome.","The language register is informal and conversational, heavily relying on colloquial Arabic dialects (e.g., Egyptian, Jordanian, Tunisian, Saudi as mentioned in interactions) and specific gaming jargon ('رانك', 'قراند ماستر', 'سكواد', 'نوك', 'جي جي', 'لوت', 'وين').","The likely intended audience consists of gamers, especially those playing battle royale games (like Free Fire implied by context), and fans of the creator who enjoy gameplay challenges, real-time interactions, and humor derived from playing with random teammates. The mention of various Arab nationalities suggests a broad regional audience across the Middle East and North Africa.","This video taps into several trends: gaming challenge content (reaching high ranks like Grand Master), the popular 'playing with randoms' subgenre which often yields unpredictable and humorous moments, and the broader trend of interactive, live-stream style gameplay where creators share their authentic experiences with their community.","The creator's approach is to set a personal challenge (reaching Grand Master with random teammates), engage directly and humorously with their diverse squad members, and share an unscripted, raw gaming experience. The angle emphasizes the journey, the interactions, and the fun derived from the experience rather than solely focusing on the final achievement.","Viewers might share this video due to its relatability for many gamers who often play with random teammates and encounter similar humorous or frustrating situations. The authentic interactions, cross-cultural team dynamics, and the aspirational goal of reaching a high rank also contribute to its shareability within the gaming community.",transcript,
K_HX-toAHeA,Zamdane - En mémoire de nos premiers jours (SABR),35083.0,2678.0,206.0,fr,"Remembrance of past struggles and difficult 'first days,' characterized by a sense of loss and hardship, coupled with a persistent desire to give or forgive despite personal lack. The concept of 'SABR' (patience/endurance) frames this reflection.","Melancholic, nostalgic, and reflective, with undertones of sadness, confusion, and resilience. Phrases like 'tout est pour rien et noir' and 'sans cœur' convey sorrow, while 'je peux te donner' and 'pardonner' suggest an enduring spirit.","The emotional tone remains consistently reflective and melancholic throughout, centered on past difficulties and present attempts at giving or understanding. There isn't a clear shift from one dominant emotion to another; rather, it maintains a steady, introspective mood.","Informal and colloquial, with rhythmic and repetitive phrasing ('l'aile, l'aile, l'aile'). The language contains non-standard grammatical constructions and turns of phrase, suggesting a lyrical or poetic style, possibly from a song or rap.","An audience that can relate to themes of personal struggle, resilience, remembrance, and the desire to give or forgive despite personal hardship. The informal language and cultural reference to 'SABR' suggest a younger, possibly urban, demographic familiar with contemporary music styles and specific cultural values.","The content aligns with trends of personal storytelling, emotional vulnerability, and themes of resilience and perseverance. The explicit mention of 'SABR' indicates a cultural moment where patience and endurance in the face of adversity are significant, often relevant in introspective or inspirational content.","The creator adopts an introspective and vulnerable approach, sharing personal memories of hardship and loss, and expressing a persistent desire to offer help or forgiveness, even when feeling 'sans cœur' or 'avec pas.' It's an emotionally candid and self-reflective perspective.","Viewers might share the video due to its emotional depth and relatability. The themes of personal struggle, resilience, and the desire for connection and forgiveness can resonate deeply, offering comfort or inspiration to those who have faced similar challenges. Its introspective nature and the message of enduring through difficulty make it emotionally impactful.",transcript,
